Country,year,Top10,Top5,Top1,Top01,Top10Can,Top5Can,Top1Can,Top01Can,Top10excap,Top10incap,Top5excap,Top5incap,Top1excap,Top1incap,Top01excap,Top01incap,Top10P,Top5P,Top1P,Top01P,Top10Pexcap,Top5Pexcap,Top1Pexcap,Top01Pexcap,Top10Pincap,Top5Pincap,Top1Pincap,Top01Pincap,Unemp,Unemployment,Taxrev,TaxICP,TaxIndICP,growth,GDPPCcur,exports,GDPdeflator,imports,GDPcons,GDPPCcons,system,execrlc,pr,rightwing,majoritarian,current_quinn,capital_quinn,epl,uc,sing3b,TopIncomeTaxRate,cellphone,computer,xlpopulation,SMC_GDP,PrivCreditGDP_MB,BDepGDP,FinDepGDP,BCred_Dep,PrivCreditGDP_MBFin,kaopen,ka_open,DFS,SM,uk_mom,frsp_mom,scan_mom,ger_mom,civ_com,rule_law,entrybarriers,bankingsuperv,securitymarkets,finreform,reform,large_reform,gini,gini_d,gini_m,SM_cap_2,SM_cap_2panel,stock_price,stocks,leftwing,Top10_5,Top10_1,Top10_01,Top5_1,Top5_01,Top1_01,country,gini_net,gini_net_se,gini_net_95ub,gini_net_95lb,gini_market,gini_market_se,gini_market_95ub,gini_market_95lb,rel_red,rel_red_se,rel_red_95ub,rel_red_95lb,abs_red,abs_red_se,abs_red_95ub,abs_red_95lb,ccode
"Japan",1982,31.120001,19.98,7.02,1.62,,,,,31.120001,32.450001,19.98,21.280001,7.02,8.2200003,1.62,2.3499999,31.120001,19.98,7.02,1.62,31.120001,19.98,7.02,1.62,32.450001,21.280001,8.2200003,2.3499999,2.291991,2.291991,25.9,11.7,6.6,3.3766083,9428.8747,14.202068,1.5573943,13.571428,2.636e+12,22257.386,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,27,,.75,.16692233,,118450,,121.8455,140.8416,140.8416,86.455399,132.2316,2.159591,.93898392,.5,0,0,0,0,1,1,8.983334,1,0,2,10,0,0,34.799999,,,4.174e+11,4.174e+11,61.92761,43.2629,0,11.140001,24.1,29.5,12.959999,18.359999,5.4000001,"Japan",22.700109,1.539801,25.718119,19.6821,29.047518,1.4232898,31.837166,26.25787,21.888191,2.8815258,27.535982,16.2404,6.3474078,.80985647,7.9347267,4.7600889,9
"Japan",1983,31.34,20.02,6.9400001,1.5,,,,,31.34,32.759998,20.02,21.42,6.9400001,8.2299995,1.5,2.28,31.34,20.02,6.9400001,1.5,31.34,20.02,6.9400001,1.5,32.759998,21.42,8.2299995,2.28,2.6659874,2.6659875,26.3,11.9,6.7,3.060738,10213.958,13.632722,.91428305,11.971671,2.717e+12,22782.829,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,26.5,30.6,.75,.22771265,,119260,,127.2837,147.7662,147.7662,85.842331,138.0587,2.4217641,1,.5,0,0,0,0,1,1,8.983334,1,0,2,10,0,0,28.1,,,5.458e+11,5.458e+11,72.99629,50.9955,0,11.32,24.4,29.84,13.08,18.52,5.4400001,"Japan",24.003784,1.5389392,27.020105,20.987463,29.11997,1.4591545,31.979914,26.260027,17.593348,2.7118773,22.908627,12.278068,5.1161871,.78762388,6.6599298,3.5724442,9
"Japan",1984,31.5,20.09,6.9499998,1.49,,,,,31.5,32.959999,20.09,21.52,6.9499998,8.25,1.49,2.3,31.5,20.09,6.9499998,1.49,31.5,20.09,6.9499998,1.49,32.959999,21.52,8.25,2.3,2.6812816,2.6812816,26.5,12.1,6.5,4.463899,10786.786,14.720164,1.7435129,12.120971,2.838e+12,23649.32,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,26,32.9,.7,.33591419,,120020,,129.56979,150.75909,150.75909,86.042519,140.42081,2.4217641,1,.5,0,0,0,0,1,1,8.983334,1,0,2,10,0,0,27.799999,,,6.444e+11,6.444e+11,92.02614,64.2899,0,11.41,24.549999,30.01,13.14,18.6,5.46,"Japan",26.046535,1.4856322,28.958374,23.134697,29.845343,1.46605,32.7188,26.971884,12.730356,2.5311122,17.691336,7.7693763,3.7988081,.77567881,5.3191385,2.2784777,9
"Japan",1985,31.92,20.25,7.0300002,1.5,,,,,31.92,33.450001,20.25,21.74,7.0300002,8.3800001,1.5,2.3599999,31.92,20.25,7.0300002,1.5,31.92,20.25,7.0300002,1.5,33.450001,21.74,8.3800001,2.3599999,2.6324614,2.6324615,26.7,12.2,6.6,6.3333569,11465.726,14.094814,1.005241,10.7565,3.018e+12,24993.843,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,25.5,26.1,.7,.51055396,17.348919,120750,,131.12891,151.97569,151.97569,86.506844,141.9695,2.4217641,1,.5,1,0,0,0,1,1,8.983334,1,0,2,12,1,0,,.30399999,.345,9.483e+11,9.483e+11,112.4087,78.5291,0,11.67,24.889999,30.42,13.219999,18.75,5.5300002,"Japan",27.153934,1.4428692,29.981958,24.325911,30.573179,1.5667186,33.643948,27.502411,11.151058,2.7329943,16.507727,5.7943892,3.4192457,.88377541,5.1514454,1.6870459,9
"Japan",1986,32.360001,20.6,7.21,1.54,,,,,32.360001,34.23,20.6,22.440001,7.21,8.8699999,1.54,2.6600001,32.360001,20.6,7.21,1.54,32.360001,20.6,7.21,1.54,34.23,22.440001,8.8699999,2.6600001,2.7570171,2.7570171,27.7,12.7,6.9,2.8310766,16882.274,11.099738,1.7767391,7.2474445,3.104e+12,25545.315,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,25,29.2,.7,.78261054,23.034653,121490,,136.90131,158.06351,158.06351,86.70739,148.0401,2.4217641,1,.5,1,0,0,0,1,1,8.983334,1,0,2,12,0,0,,,,1.784e+12,1.784e+12,149.3335,104.326,0,11.76,25.150002,30.82,13.39,19.060001,5.6700001,"Japan",28.977018,1.5106485,31.937889,26.016148,31.01502,1.9199539,34.77813,27.251911,6.4602451,3.2219052,12.775179,.14531088,2.0380006,1.0489309,4.093905,-.01790395,9
"Japan",1987,33.310001,21.42,7.6599998,1.65,,,,,33.310001,36.209999,21.42,24.27,7.6599998,10.3,1.65,3.52,33.310001,21.42,7.6599998,1.65,33.310001,21.42,7.6599998,1.65,36.209999,24.27,10.3,3.52,2.8763971,2.8763971,28.6,13.4,6.9,4.1074271,20355.605,10.146504,-.106483,7.2056933,3.231e+12,26464.093,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,24.5,28.4,.6,1.2351561,31.13019,122090,,147.8425,166.2646,166.2646,90.957733,160.2179,2.4217641,1,.5,1,0,0,0,1,1,8.983334,1,0,2,12,0,0,,,,2.726e+12,2.726e+12,220.8159,154.264,0,11.890001,25.650002,31.660002,13.76,19.77,6.0099998,"Japan",29.122524,1.5262971,32.114067,26.130981,34.362785,2.2573009,38.787094,29.938477,15.124794,3.0395451,21.082302,9.1672859,5.240262,1.2354281,7.6617012,2.8188229,9
"Japan",1988,33.619999,21.52,7.6300001,1.62,,,,,33.619999,36.869999,21.52,24.719999,7.6300001,10.57,1.62,3.73,33.619999,21.52,7.6300001,1.62,33.619999,21.52,7.6300001,1.62,36.869999,24.719999,10.57,3.73,2.5300032,2.5300033,29,13.9,6.7,7.1466937,24592.772,9.7645548,.33235878,7.6374262,3.462e+12,28234.683,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,24,28.4,.6,1.9814812,41.605824,122610,,155.5724,168.49969,168.49969,93.597488,169.68179,2.4217641,1,.5,1,0,0,0,1,1,8.983334,1,0,2,12,0,0,,,,3.789e+12,3.789e+12,240.4694,167.993,0,12.099998,25.989998,31.999998,13.89,19.9,6.0100002,"Japan",29.576704,1.7347944,32.976902,26.176508,34.669052,2.6444359,39.852146,29.485958,14.489354,3.8938231,22.121248,6.857461,5.0923471,1.5552512,8.1406393,2.0440547,9
"Japan",1989,33.77,21.700001,7.9000001,1.83,,,,,33.77,38.060001,21.700001,25.93,7.9000001,11.9,1.83,4.6500001,33.77,21.700001,7.9000001,1.83,33.77,21.700001,7.9000001,1.83,38.060001,25.93,11.9,4.6500001,2.2495214,2.2495215,29.3,14.3,7.2,5.3701525,24505.767,10.23779,2.2265858,8.7527557,3.648e+12,29629.379,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,23.5,,.6,3.976881,52.802177,123120,133.3749,161.94791,172.54469,172.54469,94.100548,178.0668,2.4217641,1,.5,1,0,0,0,1,1,8.983334,1,0,2,12,0,0,31.200001,,,4.260e+12,4.260e+12,289.7362,202.412,0,12.07,25.870001,31.940001,13.800001,19.870001,6.0700002,"Japan",30.073822,1.6629801,33.333263,26.814381,38.631954,2.70699,43.937656,33.326252,22.015501,3.0761514,28.044758,15.986244,8.5581303,1.5807668,11.656433,5.4598274,9
"Japan",1990,33.700001,21.780001,8.0500002,2.04,,,,,33.700001,38.919998,21.780001,26.950001,8.0500002,12.98,2.04,5.4400001,33.700001,21.780001,8.0500002,2.04,33.700001,21.780001,8.0500002,2.04,38.919998,26.950001,12.98,5.4400001,2.095387,2.095387,28.5,14.3,7.9,5.5723983,25123.632,10.288022,2.2645969,9.3792,3.851e+12,31173.846,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,23,29.8,.5,7.0224891,59.86377,123540,115.2174,165.2563,173.78259,173.78259,96.055038,183.41,2.4217641,1,.5,1,0,0,0,1,1,8.983334,1,0,2,12,0,0,35,,,2.929e+12,2.929e+12,245.9694,170.955,0,11.92,25.650002,31.66,13.73,19.740002,6.0100002,"Japan",30.595062,1.6327293,33.795212,27.394913,38.766861,2.6808681,44.021362,33.51236,20.935003,3.1412699,27.091892,14.778114,8.1717978,1.5925992,11.293292,5.0503035,9
"Japan",1991,32.939999,21.16,7.54,1.8099999,,,,,32.939999,37.869999,21.16,26.030001,7.54,12.14,1.8099999,4.8499999,32.939999,21.16,7.54,1.8099999,32.939999,21.16,7.54,1.8099999,37.869999,26.030001,12.14,4.8499999,2.0593207,2.0593207,28.2,13.7,7.9,3.3243408,28540.771,9.87444,2.6057347,8.3017471,3.979e+12,32110.359,"Parliamentary","Right",1,1,0,87.5,62.5,.70608466,22.5,29.8,.5,11.113775,65.322578,123920,89.01888,167.7007,174.6086,174.6086,96.032799,187.6447,2.4217641,1,.5,1,0,0,0,1,1,8.983334,2,0,3,15,0,1,,,,3.006e+12,3.006e+12,207.7963,145.167,0,11.779999,25.399998,31.129999,13.62,19.35,5.73,"Japan",30.963598,1.463726,33.8325,28.094696,40.05999,2.6451204,45.244427,34.875553,22.559591,3.113091,28.661249,16.457933,9.0963917,1.671597,12.372722,5.8200617,9
"Japan",1992,32.32,20.58,7.1199999,1.64,,,,,32.32,33.73,20.58,21.959999,7.1199999,8.4200001,1.64,2.6500001,32.32,20.58,7.1199999,1.64,32.32,20.58,7.1199999,1.64,33.73,21.959999,8.4200001,2.6500001,2.1580547,2.1580548,26.7,11.8,7.1,.81902986,31013.647,9.7692318,1.5881739,7.6434519,4.012e+12,32293.09,"Parliamentary","Right",1,1,0,87.5,75,.70608466,22,29.8,.5,13.757247,69.08567,124320,74.55137,171.5965,177.7234,177.7234,97.060783,192.7121,2.4217641,1,1,1,0,0,0,1,1,8.983334,2,0,3,15,0,0,31.1,,,2.255e+12,2.255e+12,153.8742,107.497,0,11.74,25.200001,30.68,13.46,18.940001,5.48,"Japan",31.332136,1.3651245,34.007782,28.656492,41.353123,2.7910001,46.823483,35.882763,24.039251,3.7501774,31.389599,16.688904,10.020987,2.0632908,14.065037,5.9769363,9
"Japan",1993,32.68,20.719999,7.1500001,1.62,,,,,32.68,34.290001,20.719999,22.309999,7.1500001,8.6400003,1.62,2.72,32.68,20.719999,7.1500001,1.62,32.68,20.719999,7.1500001,1.62,34.290001,22.309999,8.6400003,2.72,2.5389149,2.5389149,26.8,11.4,7.2,.17106272,35451.298,9.0572844,.43740385,6.8667055,4.019e+12,32268.588,"Parliamentary","Right",1,1,0,87.5,75,.70608466,21.5,29.8,.5,17.062092,77.650772,124670,65.16779,175.8363,183.7495,183.7495,94.368103,198.0098,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,1,3,17,1,0,,,,2.906e+12,2.906e+12,171.8754,120.077,0,11.960001,25.530001,31.059999,13.57,19.099998,5.5300002,"Japan",31.513187,1.3758659,34.209885,28.81649,42.19619,2.823482,47.730213,36.662167,25.134651,3.5717633,32.135307,18.133995,10.683002,2.0835912,14.766841,6.5991635,9
"Japan",1994,33.139999,20.93,7.0599999,1.62,,,,,33.139999,34.77,20.93,22.530001,7.0599999,8.5500002,1.62,2.6900001,33.139999,20.93,7.0599999,1.62,33.139999,20.93,7.0599999,1.62,34.77,22.530001,8.5500002,2.6900001,2.8898254,2.8898253,25.8,10.1,6.1,.86718121,38814.894,9.0020966,.11146443,7.0128417,4.053e+12,32437.716,"Parliamentary","Right",1,1,0,87.5,75,.70608466,21,29.8,.5,34.601959,92.029449,124960,72.12989,176.815,189.33749,189.33749,92.438263,199.66859,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,1,3,17,0,0,,,,3.592e+12,3.592e+12,180.3723,126.009,0,12.209999,26.08,31.519999,13.870001,19.309999,5.4400001,"Japan",30.242876,1.4051886,32.997047,27.488707,40.913109,2.674782,46.155682,35.670536,25.929331,3.2575135,32.314056,19.544605,10.670234,1.8774819,14.350099,6.9903693,9
"Japan",1995,34.02,21.469999,7.3000002,1.64,,,,,34.02,35.529999,21.469999,22.950001,7.3000002,8.6700001,1.64,2.5999999,34.02,21.469999,7.3000002,1.64,34.02,21.469999,7.3000002,1.64,35.529999,22.950001,8.6700001,2.5999999,3.150315,3.150315,26.4,10.1,5.9,1.9423434,42522.067,9.0525763,-.72531445,7.6971236,4.132e+12,32941.759,"Parliamentary","Left",1,0,0,87.5,75,.70608466,20.5,,.5,93.175125,120.25166,125570,72.26488,177.40829,194.1897,194.1897,90.322327,200.0714,2.159591,.93898392,1,1,0,0,0,1,1,8.983334,3,1,3,17,0,0,32.299999,.32300001,.403,3.545e+12,3.545e+12,155.7259,108.787,1,12.550001,26.720001,32.380001,14.169999,19.83,5.6600003,"Japan",28.972565,1.4923469,31.897564,26.047565,39.630032,2.6368475,44.798252,34.461811,26.745766,3.4726875,33.552235,19.939299,10.657465,1.8885813,14.359084,6.9558458,9
"Japan",1996,34.330002,21.610001,7.3600001,1.6900001,,,,,34.330002,36.040001,21.610001,23.280001,7.3600001,8.8999996,1.6900001,2.73,34.330002,21.610001,7.3600001,1.6900001,34.330002,21.610001,7.3600001,1.6900001,36.040001,23.280001,8.8999996,2.73,3.3830104,3.3830104,26.4,10.1,5.6,2.6100546,37421.674,9.7005126,-.55689871,9.2389304,4.240e+12,33715.011,"Parliamentary","Left",1,0,0,87.5,75,.66666667,20,29.8,.5,213.72275,162.07971,125864,66.55313,177.11971,197.6216,197.6216,88.949913,199.9039,2.159591,.93898392,1,1,0,0,0,1,1,8.983334,3,1,3,17,0,0,,,,3.020e+12,3.020e+12,181.1006,126.518,1,12.720001,26.970001,32.640003,14.25,19.92,5.6700001,"Japan",28.908003,1.5672455,31.979803,25.836203,39.625862,2.5570884,44.637756,34.613968,26.93733,3.1334543,33.078899,20.795759,10.717858,1.7056541,14.060941,7.3747764,9
"Japan",1997,34.68,21.719999,7.3200002,1.6900001,,,,,34.68,35.919998,21.719999,22.92,7.3200002,8.3999996,1.6900001,2.3599999,34.68,21.719999,7.3200002,1.6900001,34.68,21.719999,7.3200002,1.6900001,35.919998,22.92,8.3999996,2.3599999,3.3740975,3.3740976,26.8,9.9,5.7,1.5956286,34294.899,10.731457,.595059,9.6561476,4.308e+12,34163.332,"Parliamentary","Right",1,1,0,87.5,75,.66666667,19.5,29.8,.5,302.7757,202.11467,126166,58.14728,182.8094,203.6468,203.6468,90.556,207.58749,2.159591,.93898392,1,1,0,0,0,1,1,8.983334,3,1,3,17,0,0,30.299999,,,2.085e+12,2.085e+12,157.3359,109.916,0,12.960001,27.360001,32.990002,14.4,20.029999,5.6300001,"Japan",27.529287,1.5416387,30.5509,24.507675,38.227818,2.2168813,42.572906,33.882729,27.935551,2.5479667,32.929565,22.941536,10.698531,1.3144503,13.274854,8.1222086,9
"Japan",1998,35.509998,22.299999,7.5900002,1.74,,,,,35.509998,36.529999,22.299999,23.290001,7.5900002,8.4799995,1.74,2.3,35.509998,22.299999,7.5900002,1.74,35.509998,22.299999,7.5900002,1.74,36.529999,23.290001,8.4799995,2.3,4.0783274,4.0783277,26.4,8.9,5.2,-2.0031478,30967.288,10.777467,-.0544675,8.9114091,4.221e+12,33394.504,"Parliamentary","Right",1,1,0,87.5,75,.66666667,19,29.9,.5,373.95444,237.1804,126486,58.04794,194.9324,216.0136,216.0136,89.933434,222.5062,2.159591,.93898392,1,1,0,0,0,1,1,8.983334,3,2,3,18,1,0,31.9,,,2.440e+12,2.440e+12,132.9202,92.8586,0,13.209999,27.919998,33.769997,14.709999,20.559999,5.8500004,"Japan",30.049898,1.4896007,32.969517,27.130281,41.878632,2.4041004,46.590668,37.166595,28.170738,2.5316417,33.132755,23.208721,11.828735,1.5269449,14.821548,8.8359232,9
"Japan",1999,36.150002,22.77,7.7600002,1.77,,,,,36.150002,37.279999,22.77,23.860001,7.7600002,8.7399998,1.77,2.4100001,36.150002,22.77,7.7600002,1.77,36.150002,22.77,7.7600002,1.77,37.279999,23.860001,8.7399998,2.4100001,4.6768958,4.6768956,25.9,8.3,4.9,-.19933732,34998.81,10.173376,-1.2736998,8.5830116,4.213e+12,33264.781,"Parliamentary","Right",1,1,0,87.5,75,.6,18.5,37.3,.37,448.17221,286.41992,126737,83.64514,198.05431,224.9888,224.9888,86.189453,228.0347,2.159591,.93898392,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,,,,4.455e+12,4.455e+12,156.2771,109.176,0,13.380001,28.390001,34.380001,15.01,21,5.9900002,"Japan",30.296204,1.463012,33.163708,27.428699,41.987614,2.1244998,46.151634,37.823593,27.798382,2.3634722,32.430786,23.165976,11.69141,1.3475467,14.332602,9.0502186,9
"Japan",2000,37.150002,23.52,8.2200003,2.04,,,,,37.150002,38.130001,23.52,24.459999,8.2200003,9.0600004,2.04,2.55,37.150002,23.52,8.2200003,2.04,37.150002,23.52,8.2200003,2.04,38.130001,24.459999,9.0600004,2.55,4.7738693,4.7738695,26.6,9.3,5.6,2.2574953,37291.706,10.877378,-1.2475981,9.4286667,4.308e+12,33956.746,"Parliamentary","Right",1,1,0,,,.6,18,37.3,.37,526.16241,315.06729,126957,84.11244,192.62849,226.9975,226.9975,83.549858,222.3367,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,33.700001,.33700001,.43200001,3.157e+12,3.157e+12,174.5961,121.861,0,13.630001,28.93,35.110001,15.3,21.48,6.1800003,"Japan",32.63496,1.1278349,34.845516,30.424404,47.935207,2.1411138,52.13179,43.738625,31.866249,1.8308172,35.454651,28.277847,15.300248,1.4090875,18.062059,12.538437,9
"Japan",2001,38.689999,24.49,8.6000004,2.1700001,,,,,38.689999,39.59,24.49,25.360001,8.6000004,9.3800001,2.1700001,2.6400001,38.689999,24.49,8.6000004,2.1700001,38.689999,24.49,8.6000004,2.1700001,39.59,25.360001,9.3800001,2.6400001,5.0347993,5.0347996,26.8,9,5.5,.35546171,32716.419,10.44882,-1.1978675,9.8090727,4.323e+12,34002.674,"Parliamentary","Right",1,1,0,,,.6,,,.37,587.61523,357.91824,127124,60.66623,151.75,208.5746,208.5746,59.652199,205.40891,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,,,,2.265e+12,2.265e+12,134.7913,94.1453,0,14.199999,30.089998,36.519997,15.889999,22.32,6.4300003,"Japan",31.845549,.89628786,33.602272,30.088825,48.182953,1.7861801,51.683865,44.682041,33.875034,1.2923424,36.408024,31.342043,16.337406,1.1155219,18.523829,14.150983,9
"Japan",2002,39.650002,25.030001,8.7299995,2.1099999,,,,,39.650002,40.560001,25.030001,25.9,8.7299995,9.5100002,2.1099999,2.6199999,39.650002,25.030001,8.7299995,2.1099999,39.650002,25.030001,8.7299995,2.1099999,40.560001,25.9,9.5100002,2.6199999,5.3803617,5.3803616,25.8,7.9,4.7,.28954845,31235.588,11.252837,-1.550273,9.9110883,4.336e+12,34021.926,"Parliamentary","Right",1,1,0,,,.6,,37.4,.37,635.82135,381.96436,127237,54.09519,108.7038,190.2231,190.2231,54.661839,185.9201,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,,,,2.069e+12,2.069e+12,110.4457,77.1523,0,14.620001,30.920002,37.540001,16.300001,22.92,6.6199999,"Japan",31.056139,.71254539,32.452728,29.65955,48.430702,1.5309176,51.431301,45.430103,35.849476,1.1615185,38.126053,33.572899,17.374563,1.0233359,19.380302,15.368825,9
"Japan",2003,40.169998,25.469999,8.9200001,2.2,,,,,40.169998,41.209999,25.469999,26.459999,8.9200001,9.8000002,2.2,2.77,40.169998,25.469999,8.9200001,2.2,40.169998,25.469999,8.9200001,2.2,41.209999,26.459999,9.8000002,2.77,5.2244408,5.2244406,25.3,7.7,4.4,1.6851117,33690.938,11.872753,-1.714756,10.217542,4.409e+12,34521.285,"Parliamentary","Right",1,1,0,,,.6,,39.8,.37,,,,62.05379,102.1,191.39639,191.39639,52.038269,178.3452,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,32.099998,.32100001,.44299999,2.953e+12,2.953e+12,103.5496,72.3418,0,14.699999,31.249998,37.969997,16.549999,23.269999,6.7200003,"Japan",30.260717,.74310976,31.717213,28.804222,46.530991,1.3972549,49.269611,43.79237,34.946621,1.1602954,37.220798,32.672443,16.270273,.91315466,18.060057,14.48049,9
"Japan",2004,40.77,25.99,9.29,2.3800001,,,,,40.77,42.150002,25.99,27.33,9.29,10.47,2.3800001,3.1500001,40.77,25.99,9.29,2.3800001,40.77,25.99,9.29,2.3800001,42.150002,27.33,10.47,3.1500001,4.6830297,4.6830297,26.1,8.3,4.6,2.3607301,36441.504,13.210335,-1.3524658,11.253038,4.513e+12,35324.347,"Parliamentary","Right",1,1,0,,,,,,.37,,,,74.54725,97.808479,190.6265,190.6265,50.582581,173.61169,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,,,,3.558e+12,3.558e+12,126.2682,88.1412,0,14.780001,31.48,38.389999,16.700001,23.610001,6.9099998,"Japan",30.321329,.69396639,31.681503,28.961155,46.518135,1.2674208,49.002281,44.033989,34.803627,.99869913,36.761078,32.846176,16.196806,.79784828,17.760588,14.633023,9
"Japan",2005,40.560001,25.959999,9.4200001,2.48,,,,,40.560001,42.43,25.959999,27.77,9.4200001,11.04,2.48,3.5999999,40.560001,25.959999,9.4200001,2.48,40.560001,25.959999,9.4200001,2.48,42.43,27.77,11.04,3.5999999,4.4066777,4.4066777,27.3,9.2,5,1.3027281,35781.166,14.312655,-1.2511519,12.904924,4.572e+12,35781.166,"Parliamentary","Right",1,1,0,,,,,,.37,,,,91.25156,98.235718,191.08681,191.08681,52.23019,176.2514,2.4217641,1,1,1,0,0,0,1,1,8.983334,3,2,3,18,0,0,,,,4.573e+12,4.573e+12,143.1394,100,0,14.600002,31.140001,38.080002,16.539999,23.48,6.9400001,"Japan",30.481516,.75245982,31.956337,29.006695,46.230438,1.1690627,48.521801,43.939075,34.058788,.92114443,35.864231,32.253345,15.748921,.6677416,17.057695,14.440147,9
"Japan",2006,40.810001,26.280001,9.6199999,2.5999999,,,,,40.810001,42.75,26.280001,28.16,9.6199999,11.31,2.5999999,3.8,40.810001,26.280001,9.6199999,2.5999999,40.810001,26.280001,9.6199999,2.5999999,42.75,28.16,11.31,3.8,4.1009464,4.1009464,28.1,9.9,5.2,1.6929042,34102.115,16.171601,-1.1214322,14.914869,4.649e+12,36391.749,"Parliamentary","Right",1,1,0,,,,,,.4,,,,105.9501,99.614677,190.06641,190.06641,52.592529,180.1563,2.4217641,1,,,0,0,0,1,1,8.983334,,,,,,,32.900002,.329,.46200001,4.614e+12,4.614e+12,183.5863,128.174,0,14.530001,31.190002,38.210003,16.66,23.68,7.02,"Japan",30.557886,.64839423,31.828739,29.287033,46.097443,.94466341,47.948982,44.245903,33.70631,.81699359,35.307617,32.105003,15.539556,.54745775,16.612574,14.466538,9
"Japan",2007,41.029999,26.379999,9.6400003,2.6199999,,,,,41.029999,42.959999,26.379999,28.26,9.6400003,11.35,2.6199999,3.8599999,41.029999,26.379999,9.6400003,2.6199999,41.029999,26.379999,9.6400003,2.6199999,42.959999,28.26,11.35,3.8599999,3.8818945,3.8818946,28.5,10.4,5.6,2.1921862,34095.023,17.746764,-.93074037,16.056,4.751e+12,37185.231,"Parliamentary","Right",1,1,0,,,,,,.4,,,,104.489,97.922813,187.0067,187.0067,52.133968,174.711,2.4217641,1,,,0,0,0,1,1,8.983334,,,,,,,,,,4.331e+12,4.331e+12,187.4754,131.058,0,14.65,31.389999,38.41,16.739998,23.759998,7.0200005,"Japan",30.558819,.59015447,31.715521,29.402117,45.94474,.75677073,47.428009,44.461472,33.488071,.65526617,34.772392,32.203751,15.385921,.3897495,16.14983,14.622011,9
"Japan",2008,40.939999,26.370001,9.71,2.6300001,,,,,40.939999,42.290001,26.370001,27.68,9.71,10.9,2.6300001,3.47,40.939999,26.370001,9.71,2.6300001,40.939999,26.370001,9.71,2.6300001,42.290001,27.68,10.9,3.47,3.9849624,3.9849625,28.5,9.6,5.7,-1.041636,37972.056,17.711164,-1.2652014,17.517153,4.702e+12,36817.118,"Parliamentary","Right",1,1,0,,,,,,.4,,,,86.08955,101.7946,194.5206,194.5206,52.527222,172.2365,2.4217641,1,,,0,0,0,1,1,8.983334,,,,,,,,,,3.116e+12,3.116e+12,134.0485,93.5424,0,14.569998,31.23,38.309998,16.66,23.740002,7.0799999,"Japan",30.237141,.55189031,31.318846,29.155436,45.169117,.57912338,46.304199,44.034035,33.055435,1.0479143,35.109348,31.001524,14.931975,.54362112,15.997473,13.866478,9
"Japan",2009,40.32,25.98,9.5600004,2.55,,,,,40.32,41.310001,25.98,26.940001,9.5600004,10.42,2.55,3.1500001,40.32,25.98,9.5600004,2.55,40.32,25.98,9.5600004,2.55,41.310001,26.940001,10.42,3.1500001,5.0347747,5.0347748,27,8,5.4,-5.5269765,39473.368,12.695667,-.5002834,12.329172,4.442e+12,34822.078,"Parliamentary","Right",1,1,0,,,,,,.4,,,,68.76908,106.9577,208.2256,208.2256,50.245411,179.3345,2.4217641,1,,,0,0,0,1,1,8.983334,,,,,,,33.599998,.336,.48800001,3.306e+12,3.306e+12,97.95418,68.4232,0,14.34,30.759998,37.77,16.419998,23.43,7.0100002,"Japan",30.643644,.78456414,32.181389,29.105898,45.817654,1.2223029,48.213367,43.42194,33.108688,1.0136,35.095345,31.122032,15.174008,.71476644,16.574951,13.773067,9
"Netherlands",1971,,,,,,,,,,,,,,,,,30.35,20.299999,8.0600004,1.9433333,30.35,20.299999,8.0600004,1.9433333,,,,,1.2855075,1.2855076,34.9,12,9.5,4.3169803,3322.4424,44.188486,8.7900296,43.002526,2.895e+11,21943.689,"","",,1,0,100,75,.9,86,,,,,13194,,31.474751,45.840038,45.840038,68.518784,31.474751,.41090304,.53200835,,,0,1,0,0,1,10,,,,,,,,,,,,12.10194,13.164447,0,10.050001,22.290001,28.406668,12.239999,18.356667,6.1166673,"",,,,,,,,,,,,,,,,,10
"Netherlands",1972,,,,,,,,,,,,,,,,,29.360001,19.35,7.48,1.7666667,29.360001,19.35,7.48,1.7666667,,,,,2.2151698,2.2151697,36,12.5,10.1,3.5338745,4036.211,44.145001,8.1616203,40.299393,2.998e+11,22490.579,"","",,1,0,100,75,.9,84.7,,,,,13330,,32.69949,46.980049,46.980049,70.622383,32.69949,.41090304,.53200835,,,0,1,0,0,1,10,,,,,,,,,,,,14.17018,15.128666,0,10.01,21.880001,27.593334,11.870001,17.583334,5.7133331,"",,,,,,,,,,,,,,,,,10
